Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
21-Nov-19,Friendly work environment HR policies are good and management is very supportive,9 hour mandatory office hours No flexibility for work from home,,4,Current Employee,Anonymous Employee,,3,5,4,5,4
21-Nov-19,No bond system for freshers,Increment should have been more frequent,,4,Current Employee,Programmer Analyst,Chennai,3,4,5,4,4
21-Nov-19,Work life balance in the company,Nothing i can think of now,,4,Current Employee,Anonymous Employee,,4,3,4,4,2
21-Nov-19,"Good work culture
Nice projects if you want to learn and grow",Management poor and less pay and increments,Provide fair and equal opportunities,4,Former Employee,Anonymous Employee,,3,4,4,3,3
21-Nov-19,Great environment to work with.,Each and every employee work should be recognised.,,4,Former Employee,Anonymous Employee,,4,4,4,5,3
05-Dec-19,"Great work life balance
Interactive management",They should increase salary based on work done by individual,,3,Former Employee,Anonymous Employee,,3,3,3,3,3
05-Dec-19,"mnc, salary on time, exposure, opportunities, training","shifts, low raise , management, slow growth, timings",,3,Former Employee,Senior Process Executive,"Gurgaon, Haryana",4,4,3,3,1
20-Nov-19,Excellent company for learning and career building.,i don't have anything for this portion,,5,Current Employee,Java Developer,Coimbatore,5,5,5,4,3
20-Nov-19,Good working environment with different learning phases,Nothing to describe about cons,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
20-Nov-19,Work life balance was very good.,Everything was good no complaints at all,,5,Current Employee,Anonymous Employee,,,,,,
20-Nov-19,"Work life balance
Not much pressure","Time in office
Internal certifications are too much",,5,Current Employee,Anonymous Employee,,4,4,4,1,3
20-Nov-19,Employee friendly office..no work stress.. rotational off,Hikes are very bad,,5,Former Employee,Senior Process Executive,Hyderābād,5,1,3,1,5
20-Nov-19,Employee friendly office..no work stress.. rotational off,Hikes are very bad,,5,Former Employee,Senior Process Executive,Hyderābād,5,1,3,1,5
05-Dec-19,Culture and behaviour outings ontime,Working times and Shift timings,,2,Current Employee,Program Analyst Trainee,Chennai,2,3,2,2,3
20-Nov-19,Good company to start with,Nothing so far all going good for me,,4,Former Employee,Associate,Bangalore,3,3,4,3,4
20-Nov-19,"good work culture, great career opportunities,","relocation opportunities for resources, resource management",,4,Former Employee,Senior Software Engineer,Pune,4,4,4,5,3
20-Nov-19,Work life balance is good,Very monotonous job they give to core engineers,,4,Former Employee,Programmer Analyst Trainee,Calcutta,5,4,4,3,4
20-Nov-19,Good for entry level associates,Long timers will not get any increments,,4,Current Employee,Manager,,3,3,4,3,4
20-Nov-19,"It provides good learning growth by exposure to development, automation.",slow hikes are there in company.,,4,Former Employee,Anonymous Employee,Pune,4,4,4,4,4
20-Nov-19,Everything is good work life balance is good,No much to say no cons,,4,Current Employee,Anonymous Employee,,,,,,
20-Nov-19,"Freedom of work, Learning New Technologies, E-Learning, CCP certifications",CCP completion within a short span of time,,4,Former Employee,Senior Test Analyst,Chennai,4,4,4,4,4
20-Nov-19,"Team support,Team Outing,Employee Insurance,Cafeteria, Seminars","Salary Hike is Very Low, Less Referral",,4,Current Employee,Anonymous Employee,,2,3,4,4,3
20-Nov-19,Flexible work hours for most projects,9 hours to be maintained daily,,4,Current Employee,Senior Associate,Chennai,4,3,3,3,3
20-Nov-19,"Excellent Work life balance , Scope for career shift",Certain Client Projects are Stringent on work timing,,4,Current Employee,User Experience Consultant,Chennai,5,4,5,5,3
20-Nov-19,Overall Good experience in cognizant.,Bad Management in some project but not all.,,4,Current Employee,Developer,Pune,2,5,5,3,2
04-Dec-19,"Work-life balance is manageable, Supportive team members","Salary is lower than expected, work in graveyard shifts",,3,Former Employee,Anonymous Employee,,3,3,3,3,2
04-Dec-19,"Culture, Onsite, Location, Travel, People","Promotion, Hike, Bonus, Variable, none",,3,Current Employee,Senior Associate,Chennai,3,3,3,3,3
04-Dec-19,It all depends on the project you get into and manager,"- Very strict 9 hrs average in a week even if your in bench, with no proper systems 
- If your in bench it's over. HR's will haunt you and they behave as though they are owners of the company don't know how to speak with people 
- No proper hikes","Don't let good resources go easily, give them proper hikes when they are doing a good job",3,Former Employee,Assositae Engineer,Bangalore,2,1,2,3,1
19-Nov-19,"Training
Depends on what you trained our path will be decided",No self choosing option for our career,,5,Current Employee,Raj,Chennai,5,5,3,4,4
19-Nov-19,good in everything in all aspect,no cons very very good company,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
04-Dec-19,Good learning experience and up to date learning,Slow growth and no surity of development in career,,2,Current Employee,Designation- Programmer Analyst Trainee,Bangalore,4,2,1,1,2
04-Dec-19,"Great work place
Decent salary growth","Hard to get work in which you are interested
No work/life balance",,2,Current Employee,Anonymous Employee,,2,4,2,1,2
19-Nov-19,"friendly employer employee relationship , work atmosphere, flexibility","rotational , 24*7 shift",,4,Current Employee,Anonymous Employee,,,,,,
19-Nov-19,flexible timing and work life balance maintained,Job security is very uncertain.,,4,Current Employee,Associate,Bangalore,4,4,4,3,3
19-Nov-19,Good maternity benefits for women employees,Few projects are really hectic,,4,Former Employee,Associate,Pune,4,4,4,4,4
19-Nov-19,"Flexible office hours
Business casuals dress code",Weekly average of 9hrs office time,,4,Current Employee,Product Analyst,Calcutta,4,3,3,3,1
19-Nov-19,As of now no issues...this is purely based on project,Time should maintain 9 hrs mandatory.this is also based on project.,,4,Current Employee,Associate,Hyderābād,4,3,4,4,3
19-Nov-19,"Employee friendly
Academy life is good","Tru time we need to maintain 9hours
Need to write yearly exams
No work life balance
Politics",,4,Current Employee,Associate,Chennai,1,4,3,3,2
19-Nov-19,"Work life balance, proper hike , opportunity to explore.",Politics for promotion and onsite,,4,Current Employee,Associate,Chennai,4,4,4,4,3
19-Nov-19,"Good work environment
Peace of mind","Though to move out of project
The current chaos is a huge confusion",,4,Current Employee,Associate,Chennai,3,4,2,3,2
19-Nov-19,Good company to work with,"No faster growth , long work hours",Good to have growth plannings for each employee,4,Former Employee,Anonymous Employee,Chennai,1,,,,
19-Nov-19,Good Placed to work and managers are supportive,no challenging in few roles,,4,Current Employee,QlikView Developer,Bangalore,4,4,3,4,
19-Nov-19,Good Placed to work and managers are supportive,no challenging in few roles,,4,Current Employee,QlikView Developer,Bangalore,4,4,3,4,
03-Dec-19,Company has initiated training programs for employees which is a good opportunity for us if you want to get certified. If you are lucky you will be benefited.,Work culture of Kolkata needs to be improved. On-site opportunities are less.,productivity should be prioritized and not on time spent at office.,3,Current Employee,Anonymous Employee,Calcutta,2,3,3,3,2
03-Dec-19,Relatively better than other Indian service based companies until now,Sinking ship with lot of churn going on and with current change in CEO and top management bound to fail in the long term,Need to change since what worked in the last few years will not work going further since industry is changing drastically. Need to get rid of dummy management roles and focus more on technology and skills.,3,Current Employee,Technology Architect,Bangalore,3,1,3,2,1
03-Dec-19,work life balance and projects count,Promotion criteria and eligibility needs to be improved,,3,Current Employee,Techno Functional Consultant,Chennai,4,4,3,3,2
16-Nov-19,"Timely salary
Good opportunity for freshers","Strict 9 work rule
Learning goal completion",,4,Current Employee,Anonymous Employee,,3,4,3,4,3
18-Nov-19,Best company to work with,Nothing to share about cons,,5,Current Employee,Associate,Chennai,5,4,5,4,4
18-Nov-19,Employer friendly who work on the welfare of employees,Cab management should be taken care utmost,,5,Former Employee,Anonymous Employee,,5,5,5,5,4
18-Nov-19,Good hikes if you do well,No cons everything is good,,5,Current Employee,Devops Engineer,,3,5,4,5,3
24-Dec-19,Could not find a single pros,I would never refer anyone in this company,,1,Current Employee,Anonymous Employee,,1,1,2,1,1
24-Dec-19,Salary is good thing &amp; beginner is ok,Work life balance is not available for some project,,1,Current Employee,Project Manager,,1,1,2,4,1
03-Dec-19,Only so called tagged as MNC.,Have so many hidden clauses. Which you ll get to know once u come across.,,2,Current Employee,Project Associate,Bangalore,1,2,2,1,4
03-Dec-19,You will not get any profit instead of pressure without any work,Alot of issues ..job is not safe,Enjoy ur post,2,Current Employee,Associate,Bangalore,1,1,1,1,1
18-Nov-19,Good projects now. Good opportunity in cloud.,Sometime shift problems. Else mm kat of things are good.,,4,Former Employee,Anonymous Employee,,4,3,4,3,
18-Nov-19,Good place to work for,No cons for this company,,4,Current Employee,Anonymous Employee,,4,4,3,4,4
18-Nov-19,Very good company to start career with,Need to concentrate more on getting long term projects,,4,Current Employee,Anonymous Employee,,4,4,4,4,4
18-Nov-19,A good place to work.,Work-life balance is not good.,,4,Former Employee,Anonymous Employee,,2,3,3,3,2
18-Nov-19,"Good working environment, employee care","Employee benefit, working environment",,4,Current Employee,Anonymous Employee,,3,4,3,3,4
18-Nov-19,"Work culture, Management, Timings, Promotions, learning","Salary package, Hectic scedule, transport",,4,Current Employee,Anonymous Employee,,4,4,4,4,4
18-Nov-19,"Good transport
Lots of opportunities
Canteen facility is good
knowledge Growth","Politics in few projects
HR is not useful. Everything controlled from BU",,4,Current Employee,Associate,Pune,3,5,4,3,3
18-Nov-19,"Working environmet is very good and friendly.you will not feel pressurised.
Although its an Mnc, head count is very high,still management has tried to manintain the standard.","If you are freshers,this comaony is not good for you, if you are tagged in bad project or shift work beacuse there are lot many employess here who are working in such environmets.
So, if you join this company, please be aware before joining any project.","Overall management is good and friendly but still needed some changes like dont bring such kinds of projects only for sake of revenue.
Those projects degarde the quality of work and also carrer of an employee and ultimately imgae of such a big Organizantion.",4,Current Employee,Tech Lead,Pune,4,4,3,3,2
